"typeResult","idGame","slugTeam","idTeam","teamName","cityTeam","minExact","ptsOffTOV","ptsSecondChance","ptsFastBreak","ptsPaint","ptsOffTOVOpponent","ptsSecondChanceOpponent","ptsFastBreakOpponent","ptsPaintOpponent","blk","blka","pf","pfd"
"team",22200253,"NOP",1610612740,"Pelicans","New Orleans",240,31,19,18,60,14,9,14,36,5,5,16,20
"team",22200253,"GSW",1610612744,"Warriors","Golden State",240,14,9,14,36,31,19,18,60,5,5,20,16
"team",22200249,"ORL",1610612753,"Magic","Orlando",240,20,9,15,42,21,24,21,58,2,5,25,23
"team",22200249,"IND",1610612754,"Pacers","Indiana",240,21,24,21,58,20,9,15,42,5,2,23,25
"team",22200257,"SAC",1610612758,"Kings","Sacramento",240,26,15,13,42,23,11,17,62,2,10,25,23
"team",22200257,"MEM",1610612763,"Grizzlies","Memphis",240,23,11,17,62,26,15,13,42,10,2,23,25
"team",22200259,"PHX",1610612756,"Suns","Phoenix",240,16,8,16,42,11,9,11,52,7,7,22,12
"team",22200259,"LAL",1610612747,"Lakers","Los Angeles",240,11,9,11,52,16,8,16,42,7,7,12,22
"team",22200258,"DET",1610612765,"Pistons","Detroit",240,26,17,19,60,17,29,24,70,5,8,24,21
"team",22200258,"DEN",1610612743,"Nuggets","Denver",240,17,29,24,70,26,17,19,60,8,5,21,24
"team",22200256,"PHI",1610612755,"76ers","Philadelphia",240,17,25,7,44,13,7,23,54,4,13,12,15
"team",22200256,"BKN",1610612751,"Nets","Brooklyn",240,13,7,23,54,17,25,7,44,13,4,15,12
"team",22200268,"OKC",1610612760,"Thunder","Oklahoma City",265,18,12,16,46,9,19,3,54,7,8,27,24
"team",22200268,"DEN",1610612743,"Nuggets","Denver",265,9,19,3,54,18,12,16,46,8,7,24,27
"team",22200262,"MIN",1610612750,"Timberwolves","Minnesota",240,14,19,22,74,32,4,14,38,10,5,18,16
"team",22200262,"IND",1610612754,"Pacers","Indiana",240,32,4,14,38,14,19,22,74,5,10,16,18
"team",22200260,"PHI",1610612755,"76ers","Philadelphia",240,19,11,9,54,23,11,12,72,3,1,23,15
"team",22200260,"CHA",1610612766,"Hornets","Charlotte",240,23,11,12,72,19,11,9,54,1,3,15,23
"team",22200267,"MIL",1610612749,"Bucks","Milwaukee",240,13,16,12,50,17,7,19,34,3,12,17,20
"team",22200267,"CHI",1610612741,"Bulls","Chicago",240,17,7,19,34,13,16,12,50,12,3,20,17
"team",22200269,"SAS",1610612759,"Spurs","San Antonio",240,18,6,12,46,23,9,6,62,1,5,23,22
"team",22200269,"NOP",1610612740,"Pelicans","New Orleans",240,23,9,6,62,18,6,12,46,5,1,22,23
"team",22200271,"LAC",1610612746,"Clippers","LA",240,21,13,10,48,21,18,18,50,2,6,13,25
"team",22200271,"GSW",1610612744,"Warriors","Golden State",240,21,18,18,50,21,13,10,48,6,2,25,13
"team",22200265,"WAS",1610612764,"Wizards","Washington",240,13,6,5,50,18,15,12,40,5,5,20,18
"team",22200265,"MIA",1610612748,"Heat","Miami",240,18,15,12,40,13,6,5,50,5,5,18,20
"team",22200261,"POR",1610612757,"Trail Blazers","Portland",240,20,12,21,44,24,10,7,48,4,4,24,14
"team",22200261,"CLE",1610612739,"Cavaliers","Cleveland",240,24,10,7,48,20,12,21,44,4,4,14,24
"team",22200263,"SAC",1610612758,"Kings","Sacramento",240,17,13,8,54,25,10,8,36,2,6,23,20
"team",22200263,"ATL",1610612737,"Hawks","Atlanta",240,25,10,8,36,17,13,8,54,6,2,20,23
"team",22200264,"DAL",1610612742,"Mavericks","Dallas",240,10,10,6,52,21,11,14,48,3,4,23,22
"team",22200264,"BOS",1610612738,"Celtics","Boston",240,21,11,14,48,10,10,6,52,4,3,22,23
"team",22200266,"TOR",1610612761,"Raptors","Toronto",240,16,34,18,48,17,8,29,46,2,11,13,24
"team",22200266,"BKN",1610612751,"Nets","Brooklyn",240,17,8,29,46,16,34,18,48,11,2,24,13
"team",22200270,"UTA",1610612762,"Jazz","Utah",240,10,8,14,42,27,22,15,52,7,2,21,20
"team",22200270,"DET",1610612765,"Pistons","Detroit",240,27,22,15,52,10,8,14,42,2,7,20,21
"team",22200277,"WAS",1610612764,"Wizards","Washington",240,17,23,7,46,20,11,15,62,9,5,18,19
"team",22200277,"MIA",1610612748,"Heat","Miami",240,20,11,15,62,17,23,7,46,5,9,19,18
"team",22200279,"NOP",1610612740,"Pelicans","New Orleans",240,17,16,11,48,21,12,22,56,4,4,22,20
"team",22200279,"MEM",1610612763,"Grizzlies","Memphis",240,21,12,22,56,17,16,11,48,4,4,20,22
"team",22200272,"MIN",1610612750,"Timberwolves","Minnesota",240,22,15,13,54,15,14,14,60,9,4,27,18
"team",22200272,"CHA",1610612766,"Hornets","Charlotte",240,15,14,14,60,22,15,13,54,4,9,18,27
"team",22200285,"LAC",1610612746,"Clippers","LA",240,8,4,9,42,22,21,11,52,5,5,20,24
"team",22200285,"DEN",1610612743,"Nuggets","Denver",240,22,21,11,52,8,4,9,42,5,5,24,20
"team",22200273,"PHI",1610612755,"76ers","Philadelphia",240,18,17,20,40,17,19,17,48,1,6,19,15
"team",22200273,"ORL",1610612753,"Magic","Orlando",240,17,19,17,48,18,17,20,40,6,1,15,19
"team",22200284,"UTA",1610612762,"Jazz","Utah",240,22,16,11,60,10,27,35,60,6,3,15,15
"team",22200284,"GSW",1610612744,"Warriors","Golden State",240,10,27,35,60,22,16,11,60,3,6,15,15
"team",22200280,"MIL",1610612749,"Bucks","Milwaukee",240,12,12,22,40,19,14,21,42,9,2,22,17
"team",22200280,"CLE",1610612739,"Cavaliers","Cleveland",240,19,14,21,42,12,12,22,40,2,9,17,22
"team",22200282,"SAS",1610612759,"Spurs","San Antonio",240,21,19,14,56,20,14,24,58,3,5,18,16
"team",22200282,"LAL",1610612747,"Lakers","Los Angeles",240,20,14,24,58,21,19,14,56,5,3,16,18
"team",22200274,"POR",1610612757,"Trail Blazers","Portland",265,9,17,9,50,18,23,10,64,3,5,24,35
"team",22200274,"NYK",1610612752,"Knicks","New York",265,18,23,10,64,9,17,9,50,5,3,35,24
"team",22200276,"IND",1610612754,"Pacers","Indiana",240,23,9,16,52,7,4,11,46,4,8,11,28
"team",22200276,"BKN",1610612751,"Nets","Brooklyn",240,7,4,11,46,23,9,16,52,8,4,28,11
"team",22200278,"HOU",1610612745,"Rockets","Houston",240,14,37,15,54,31,2,7,38,4,6,29,26
"team",22200278,"ATL",1610612737,"Hawks","Atlanta",240,31,2,7,38,14,37,15,54,6,4,26,29
"team",22200281,"OKC",1610612760,"Thunder","Oklahoma City",265,15,12,8,68,16,16,9,46,5,4,21,24
"team",22200281,"CHI",1610612741,"Bulls","Chicago",265,16,16,9,46,15,12,8,68,4,5,24,21
"team",22200283,"PHX",1610612756,"Suns","Phoenix",240,20,14,2,64,15,16,11,50,7,3,18,22
"team",22200283,"DET",1610612765,"Pistons","Detroit",240,15,16,11,50,20,14,2,64,3,7,22,18
"team",22200275,"SAC",1610612758,"Kings","Sacramento",240,10,10,17,50,27,8,13,42,4,6,22,24
"team",22200275,"BOS",1610612738,"Celtics","Boston",240,27,8,13,42,10,10,17,50,6,4,24,22
"team",22200289,"UTA",1610612762,"Jazz","Utah",240,4,17,6,44,11,17,2,62,2,6,19,20
"team",22200289,"PHX",1610612756,"Suns","Phoenix",240,11,17,2,62,4,17,6,44,6,2,20,19
"team",22200288,"SAS",1610612759,"Spurs","San Antonio",240,24,25,39,66,10,9,20,44,5,7,32,20
"team",22200288,"LAL",1610612747,"Lakers","Los Angeles",240,10,9,20,44,24,25,39,66,7,5,20,32
"team",22200287,"OKC",1610612760,"Thunder","Oklahoma City",240,33,15,25,52,12,15,12,52,3,3,15,19
"team",22200287,"HOU",1610612745,"Rockets","Houston",240,12,15,12,52,33,15,25,52,3,3,19,15
"team",22200286,"TOR",1610612761,"Raptors","Toronto",240,22,25,8,54,17,5,6,42,2,5,21,26
"team",22200286,"DAL",1610612742,"Mavericks","Dallas",240,17,5,6,42,22,25,8,54,5,2,26,21
"team",22200290,"POR",1610612757,"Trail Blazers","Portland",240,11,12,6,40,9,6,13,44,2,2,16,24
"team",22200290,"BKN",1610612751,"Nets","Brooklyn",240,9,6,13,44,11,12,6,40,2,2,24,16
"team",22200291,"MIN",1610612750,"Timberwolves","Minnesota",240,20,11,15,44,20,8,16,50,2,6,19,26
"team",22200291,"GSW",1610612744,"Warriors","Golden State",240,20,8,16,50,20,11,15,44,6,2,26,19
"team",22200294,"WAS",1610612764,"Wizards","Washington",240,26,11,7,58,6,14,9,52,1,5,21,23
"team",22200294,"BOS",1610612738,"Celtics","Boston",240,6,14,9,52,26,11,7,58,5,1,23,21
"team",22200296,"NYK",1610612752,"Knicks","New York",240,12,18,12,64,4,19,16,64,7,2,27,23
"team",22200296,"MEM",1610612763,"Grizzlies","Memphis",240,4,19,16,64,12,18,12,64,2,7,23,27
"team",22200298,"MIL",1610612749,"Bucks","Milwaukee",240,21,14,20,52,17,15,6,38,5,2,24,17
"team",22200298,"DAL",1610612742,"Mavericks","Dallas",240,17,15,6,38,21,14,20,52,2,5,17,24
"team",22200297,"PHI",1610612755,"76ers","Philadelphia",240,26,10,26,72,22,9,16,44,8,4,19,20
"team",22200297,"ORL",1610612753,"Magic","Orlando",240,22,9,16,44,26,10,26,72,4,8,20,19
"team",22200295,"DET",1610612765,"Pistons","Detroit",240,13,14,10,54,22,7,6,50,6,4,26,20
"team",22200295,"CLE",1610612739,"Cavaliers","Cleveland",240,22,7,6,50,13,14,10,54,4,6,20,26
"team",22200292,"LAC",1610612746,"Clippers","LA",240,13,17,10,66,26,10,26,48,4,4,18,28
"team",22200292,"IND",1610612754,"Pacers","Indiana",240,26,10,26,48,13,17,10,66,4,4,28,18
"team",22200293,"MIA",1610612748,"Heat","Miami",240,17,4,16,58,14,6,4,34,5,3,16,12
"team",22200293,"ATL",1610612737,"Hawks","Atlanta",240,14,6,4,34,17,4,16,58,3,5,12,16
"team",22200308,"LAL",1610612747,"Lakers","Los Angeles",240,9,13,9,54,10,22,23,48,7,10,16,24
"team",22200308,"IND",1610612754,"Pacers","Indiana",240,10,22,23,48,9,13,9,54,10,7,24,16
"team",22200299,"PHI",1610612755,"76ers","Philadelphia",240,19,13,12,52,12,9,9,42,3,6,19,21
"team",22200299,"ATL",1610612737,"Hawks","Atlanta",240,12,9,9,42,19,13,12,52,6,3,21,19
"team",22200305,"HOU",1610612745,"Rockets","Houston",240,19,15,7,42,17,16,13,62,2,4,20,22
"team",22200305,"DEN",1610612743,"Nuggets","Denver",240,17,16,13,62,19,15,7,42,4,2,22,20
"team",22200306,"UTA",1610612762,"Jazz","Utah",240,15,10,13,44,21,14,13,64,4,3,17,17
"team",22200306,"CHI",1610612741,"Bulls","Chicago",240,21,14,13,64,15,10,13,44,3,4,17,17
"team",22200300,"WAS",1610612764,"Wizards","Washington",240,29,15,14,62,10,20,15,62,5,3,25,23
"team",22200300,"MIN",1610612750,"Timberwolves","Minnesota",240,10,20,15,62,29,15,14,62,3,5,23,25
"team",22200304,"OKC",1610612760,"Thunder","Oklahoma City",240,17,22,8,36,13,14,9,60,4,8,22,18
"team",22200304,"NOP",1610612740,"Pelicans","New Orleans",240,13,14,9,60,17,22,8,36,8,4,18,22
"team",22200302,"ORL",1610612753,"Magic","Orlando",240,24,11,32,42,16,14,21,46,5,8,18,19
"team",22200302,"BKN",1610612751,"Nets","Brooklyn",240,16,14,21,46,24,11,32,42,8,5,19,18
"team",22200303,"TOR",1610612761,"Raptors","Toronto",240,5,7,18,40,14,17,19,52,5,3,17,18
"team",22200303,"CLE",1610612739,"Cavaliers","Cleveland",240,14,17,19,52,5,7,18,40,3,5,18,17
"team",22200301,"CHA",1610612766,"Hornets","Charlotte",240,14,17,16,56,25,15,16,54,2,5,14,18
"team",22200301,"BOS",1610612738,"Celtics","Boston",240,25,15,16,54,14,17,16,56,5,2,18,14
"team",22200307,"SAC",1610612758,"Kings","Sacramento",240,25,12,13,66,24,17,8,58,7,7,15,20
"team",22200307,"PHX",1610612756,"Suns","Phoenix",240,24,17,8,58,25,12,13,66,7,7,20,15
"team",22200311,"POR",1610612757,"Trail Blazers","Portland",240,19,16,17,38,14,19,14,50,7,7,23,18
"team",22200311,"LAC",1610612746,"Clippers","LA",240,14,19,14,50,19,16,17,38,7,7,18,23
"team",22200310,"GSW",1610612744,"Warriors","Golden State",240,12,3,17,56,24,18,12,42,3,4,23,21
"team",22200310,"DAL",1610612742,"Mavericks","Dallas",240,24,18,12,42,12,3,17,56,4,3,21,23
"team",22200309,"NYK",1610612752,"Knicks","New York",240,25,21,14,68,22,11,9,50,1,4,19,17
"team",22200309,"DET",1610612765,"Pistons","Detroit",240,22,11,9,50,25,21,14,68,4,1,17,19
"team",22200322,"UTA",1610612762,"Jazz","Utah",240,14,17,24,52,19,15,11,42,7,5,24,23
"team",22200322,"LAC",1610612746,"Clippers","LA",240,19,15,11,42,14,17,24,52,5,7,23,24
"team",22200316,"NYK",1610612752,"Knicks","New York",240,5,28,10,64,12,20,7,56,3,6,20,15
"team",22200316,"MIL",1610612749,"Bucks","Milwaukee",240,12,20,7,56,5,28,10,64,6,3,15,20
"team",22200312,"PHI",1610612755,"76ers","Philadelphia",240,17,5,4,42,17,8,16,56,1,3,11,13
"team",22200312,"CLE",1610612739,"Cavaliers","Cleveland",240,17,8,16,56,17,5,4,42,3,1,13,11
"team",22200317,"MIN",1610612750,"Timberwolves","Minnesota",240,20,5,19,58,15,18,17,54,11,4,25,20
"team",22200317,"MEM",1610612763,"Grizzlies","Memphis",240,15,18,17,54,20,5,19,58,4,11,20,25
"team",22200319,"SAS",1610612759,"Spurs","San Antonio",240,8,12,11,54,20,15,8,70,2,4,20,20
"team",22200319,"OKC",1610612760,"Thunder","Oklahoma City",240,20,15,8,70,8,12,11,54,4,2,20,20
"team",22200320,"HOU",1610612745,"Rockets","Houston",240,12,7,9,46,19,12,26,50,6,8,20,21
"team",22200320,"DEN",1610612743,"Nuggets","Denver",240,19,12,26,50,12,7,9,46,8,6,21,20
"team",22200324,"POR",1610612757,"Trail Blazers","Portland",240,10,11,12,64,10,27,14,64,5,6,25,18
"team",22200324,"LAL",1610612747,"Lakers","Los Angeles",240,10,27,14,64,10,11,12,64,6,5,18,25
"team",22200315,"WAS",1610612764,"Wizards","Washington",240,12,25,15,58,12,11,9,32,5,7,21,25
"team",22200315,"BKN",1610612751,"Nets","Brooklyn",240,12,11,9,32,12,25,15,58,7,5,25,21
"team",22200321,"PHX",1610612756,"Suns","Phoenix",240,15,18,9,46,21,7,17,66,5,6,28,19
"team",22200321,"CHI",1610612741,"Bulls","Chicago",240,21,7,17,66,15,18,9,46,6,5,19,28
"team",22200313,"ORL",1610612753,"Magic","Orlando",240,15,8,12,46,22,20,9,62,3,3,21,17
"team",22200313,"ATL",1610612737,"Hawks","Atlanta",240,22,20,9,62,15,8,12,46,3,3,17,21
"team",22200323,"SAC",1610612758,"Kings","Sacramento",240,13,15,31,56,20,10,8,56,5,5,25,21
"team",22200323,"IND",1610612754,"Pacers","Indiana",240,20,10,8,56,13,15,31,56,5,5,21,25
"team",22200314,"MIA",1610612748,"Heat","Miami",240,15,14,4,50,19,15,20,44,3,0,21,18
"team",22200314,"BOS",1610612738,"Celtics","Boston",240,19,15,20,44,15,14,4,50,0,3,18,21
"team",22200318,"TOR",1610612761,"Raptors","Toronto",240,29,10,14,54,25,18,12,62,7,4,21,16
"team",22200318,"NOP",1610612740,"Pelicans","New Orleans",240,25,18,12,62,29,10,14,54,4,7,16,21
"team",22200325,"DET",1610612765,"Pistons","Detroit",265,18,17,6,54,17,11,7,44,0,7,26,24
"team",22200325,"DAL",1610612742,"Mavericks","Dallas",265,17,11,7,44,18,17,6,54,7,0,24,26
"team",22200326,"WAS",1610612764,"Wizards","Washington",240,7,19,8,48,24,19,13,52,9,3,23,24
"team",22200326,"CHA",1610612766,"Hornets","Charlotte",240,24,19,13,52,7,19,8,48,3,9,24,23
"team",22200333,"SAS",1610612759,"Spurs","San Antonio",240,8,18,18,48,11,15,22,54,4,5,23,18
"team",22200333,"NOP",1610612740,"Pelicans","New Orleans",240,11,15,22,54,8,18,18,48,5,4,18,23
"team",22200329,"TOR",1610612761,"Raptors","Toronto",240,22,15,8,58,26,16,18,50,2,5,19,27
"team",22200329,"BKN",1610612751,"Nets","Brooklyn",240,26,16,18,50,22,15,8,58,5,2,27,19
"team",22200334,"PHX",1610612756,"Suns","Phoenix",240,19,9,18,40,14,21,20,62,5,2,28,22
"team",22200334,"HOU",1610612745,"Rockets","Houston",240,14,21,20,62,19,9,18,40,2,5,22,28
"team",22200332,"PHI",1610612755,"76ers","Philadelphia",240,14,11,9,46,22,25,24,60,5,11,21,18
"team",22200332,"MEM",1610612763,"Grizzlies","Memphis",240,22,25,24,60,14,11,9,46,11,5,18,21
"team",22200330,"ORL",1610612753,"Magic","Orlando",240,12,13,13,54,21,12,12,44,4,5,13,14
"team",22200330,"CLE",1610612739,"Cavaliers","Cleveland",240,21,12,12,44,12,13,13,54,5,4,14,13
"team",22200335,"UTA",1610612762,"Jazz","Utah",240,19,18,8,60,27,11,24,46,2,5,28,35
"team",22200335,"IND",1610612754,"Pacers","Indiana",240,27,11,24,46,19,18,8,60,5,2,35,28
"team",22200327,"DEN",1610612743,"Nuggets","Denver",240,11,11,12,62,26,14,14,54,0,3,12,14
"team",22200327,"ATL",1610612737,"Hawks","Atlanta",240,26,14,14,54,11,11,12,62,3,0,14,12
"team",22200328,"MIA",1610612748,"Heat","Miami",265,21,22,11,54,15,10,18,46,3,2,24,18
"team",22200328,"BOS",1610612738,"Celtics","Boston",265,15,10,18,46,21,22,11,54,2,3,18,24
"team",22200331,"MIL",1610612749,"Bucks","Milwaukee",240,4,14,14,54,12,14,12,70,5,4,18,16
"team",22200331,"LAL",1610612747,"Lakers","Los Angeles",240,12,14,12,70,4,14,14,54,4,5,16,18
"team",22200336,"GSW",1610612744,"Warriors","Golden State",240,6,8,10,34,27,9,21,54,5,1,19,28
"team",22200336,"CHI",1610612741,"Bulls","Chicago",240,27,9,21,54,6,8,10,34,1,5,28,19
"team",22200337,"NYK",1610612752,"Knicks","New York",240,12,11,15,44,19,24,13,38,1,5,17,20
"team",22200337,"DAL",1610612742,"Mavericks","Dallas",240,19,24,13,38,12,11,15,44,5,1,20,17
"team",22200338,"SAC",1610612758,"Kings","Sacramento",240,23,6,15,62,11,12,10,44,6,3,22,23
"team",22200338,"LAC",1610612746,"Clippers","LA",240,11,12,10,44,23,6,15,62,3,6,23,22
"team",22200340,"TOR",1610612761,"Raptors","Toronto",240,25,17,21,70,29,5,16,46,4,2,24,20
"team",22200340,"ORL",1610612753,"Magic","Orlando",240,29,5,16,46,25,17,21,70,2,4,20,24
"team",22200342,"HOU",1610612745,"Rockets","Houston",240,15,12,17,72,16,5,18,34,4,5,14,24
"team",22200342,"GSW",1610612744,"Warriors","Golden State",240,16,5,18,34,15,12,17,72,5,4,24,14
"team",22200341,"OKC",1610612760,"Thunder","Oklahoma City",240,33,10,21,66,29,19,26,68,5,10,18,23
"team",22200341,"MIN",1610612750,"Timberwolves","Minnesota",240,29,19,26,68,33,10,21,66,10,5,23,18
"team",22200343,"UTA",1610612762,"Jazz","Utah",240,14,13,10,42,16,13,4,46,4,6,22,20
"team",22200343,"POR",1610612757,"Trail Blazers","Portland",240,16,13,4,46,14,13,10,42,6,4,20,22
"team",22200339,"MIL",1610612749,"Bucks","Milwaukee",240,11,14,8,46,31,11,12,52,8,4,17,19
"team",22200339,"CHA",1610612766,"Hornets","Charlotte",240,31,11,12,52,11,14,8,46,4,8,19,17
"team",22200346,"BOS",1610612738,"Celtics","Boston",240,18,8,26,38,18,11,13,36,9,7,19,18
"team",22200346,"BKN",1610612751,"Nets","Brooklyn",240,18,11,13,36,18,8,26,38,7,9,18,19
"team",22200348,"NYK",1610612752,"Knicks","New York",240,18,17,10,56,15,5,19,40,3,6,16,15
"team",22200348,"CLE",1610612739,"Cavaliers","Cleveland",240,15,5,19,40,18,17,10,56,6,3,15,16
"team",22200347,"MEM",1610612763,"Grizzlies","Memphis",240,17,16,17,56,18,8,16,40,5,7,21,24
"team",22200347,"DET",1610612765,"Pistons","Detroit",240,18,8,16,40,17,16,17,56,7,5,24,21
"team",22200345,"SAS",1610612759,"Spurs","San Antonio",240,9,11,12,56,19,22,7,54,3,0,24,18
"team",22200345,"PHX",1610612756,"Suns","Phoenix",240,19,22,7,54,9,11,12,56,0,3,18,24
"team",22200349,"WAS",1610612764,"Wizards","Washington",240,20,11,10,62,13,11,15,72,8,5,23,14
"team",22200349,"LAL",1610612747,"Lakers","Los Angeles",240,13,11,15,72,20,11,10,62,5,8,14,23
"team",22200351,"POR",1610612757,"Trail Blazers","Portland",240,17,19,22,44,11,18,27,58,3,5,17,22
"team",22200351,"IND",1610612754,"Pacers","Indiana",240,11,18,27,58,17,19,22,44,5,3,22,17
"team",22200344,"NOP",1610612740,"Pelicans","New Orleans",240,18,4,11,54,11,15,14,58,5,5,22,22
"team",22200344,"DEN",1610612743,"Nuggets","Denver",240,11,15,14,58,18,4,11,54,5,5,22,22
"team",22200350,"SAC",1610612758,"Kings","Sacramento",240,23,5,24,42,14,7,14,46,2,5,17,16
"team",22200350,"CHI",1610612741,"Bulls","Chicago",240,14,7,14,46,23,5,24,42,5,2,16,17
"team",22200353,"ORL",1610612753,"Magic","Orlando",240,17,7,8,46,14,6,20,38,2,4,19,20
"team",22200353,"MIL",1610612749,"Bucks","Milwaukee",240,14,6,20,38,17,7,8,46,4,2,20,19
"team",22200358,"PHX",1610612756,"Suns","Phoenix",240,15,13,6,48,20,11,13,42,5,6,16,23
"team",22200358,"DAL",1610612742,"Mavericks","Dallas",240,20,11,13,42,15,13,6,48,6,5,23,16
"team",22200356,"PHI",1610612755,"76ers","Philadelphia",290,21,19,4,40,25,19,0,52,6,3,34,27
"team",22200356,"HOU",1610612745,"Rockets","Houston",290,25,19,0,52,21,19,4,40,3,6,27,34
"team",22200357,"MIA",1610612748,"Heat","Miami",240,15,5,16,26,17,9,20,64,3,5,11,14
"team",22200357,"MEM",1610612763,"Grizzlies","Memphis",240,17,9,20,64,15,5,16,26,5,3,14,11
"team",22200354,"OKC",1610612760,"Thunder","Oklahoma City",240,19,17,19,58,10,17,16,56,4,4,19,24
"team",22200354,"ATL",1610612737,"Hawks","Atlanta",240,10,17,16,56,19,17,19,58,4,4,24,19
"team",22200355,"TOR",1610612761,"Raptors","Toronto",240,10,17,20,50,15,16,13,54,5,3,20,22
"team",22200355,"BOS",1610612738,"Celtics","Boston",240,15,16,13,54,10,17,20,50,3,5,22,20
"team",22200352,"LAC",1610612746,"Clippers","LA",240,17,25,13,40,15,15,13,54,5,4,17,16
"team",22200352,"CHA",1610612766,"Hornets","Charlotte",240,15,15,13,54,17,25,13,40,4,5,16,17
"team",22200359,"IND",1610612754,"Pacers","Indiana",240,17,16,14,54,14,18,14,46,8,6,18,19
"team",22200359,"GSW",1610612744,"Warriors","Golden State",240,14,18,14,46,17,16,14,54,6,8,19,18
"team",22200360,"LAL",1610612747,"Lakers","Los Angeles",240,4,23,14,52,18,15,19,70,6,3,13,20
"team",22200360,"CLE",1610612739,"Cavaliers","Cleveland",240,18,15,19,70,4,23,14,52,3,6,20,13
"team",22200362,"DEN",1610612743,"Nuggets","Denver",240,16,12,14,50,23,7,19,38,4,4,28,32
"team",22200362,"DAL",1610612742,"Mavericks","Dallas",240,23,7,19,38,16,12,14,50,4,4,32,28
"team",22200361,"MIA",1610612748,"Heat","Miami",240,10,11,13,42,15,6,15,40,2,1,20,19
"team",22200361,"DET",1610612765,"Pistons","Detroit",240,15,6,15,40,10,11,13,42,1,2,19,20
"team",22200371,"NOP",1610612740,"Pelicans","New Orleans",240,17,16,9,62,14,14,6,28,9,1,21,23
"team",22200371,"DET",1610612765,"Pistons","Detroit",240,14,14,6,28,17,16,9,62,1,9,23,21
"team",22200365,"NYK",1610612752,"Knicks","New York",240,15,20,7,36,14,12,5,46,2,6,23,17
"team",22200365,"ATL",1610612737,"Hawks","Atlanta",240,14,12,5,46,15,20,7,36,6,2,17,23
"team",22200372,"UTA",1610612762,"Jazz","Utah",240,11,14,4,60,20,14,8,50,7,5,17,18
"team",22200372,"GSW",1610612744,"Warriors","Golden State",240,20,14,8,50,11,14,4,60,5,7,18,17
"team",22200363,"ORL",1610612753,"Magic","Orlando",265,29,19,12,54,16,15,10,40,5,9,21,19
"team",22200363,"LAC",1610612746,"Clippers","LA",265,16,15,10,40,29,19,12,54,9,5,19,21
"team",22200364,"CHA",1610612766,"Hornets","Charlotte",240,21,8,15,66,11,8,11,46,3,8,18,20
"team",22200364,"BKN",1610612751,"Nets","Brooklyn",240,11,8,11,46,21,8,15,66,8,3,20,18
"team",22200366,"TOR",1610612761,"Raptors","Toronto",240,22,24,28,58,13,17,23,52,5,3,22,17
"team",22200366,"LAL",1610612747,"Lakers","Los Angeles",240,13,17,23,52,22,24,28,58,3,5,17,22
"team",22200368,"OKC",1610612760,"Thunder","Oklahoma City",240,23,18,9,38,21,12,18,62,3,9,16,19
"team",22200368,"MEM",1610612763,"Grizzlies","Memphis",240,21,12,18,62,23,18,9,38,9,3,19,16
"team",22200369,"SAC",1610612758,"Kings","Sacramento",240,4,11,7,48,8,25,11,56,4,2,17,15
"team",22200369,"MIL",1610612749,"Bucks","Milwaukee",240,8,25,11,56,4,11,7,48,2,4,15,17
"team",22200367,"WAS",1610612764,"Wizards","Washington",240,28,7,14,60,15,6,13,52,6,4,16,20
"team",22200367,"CHI",1610612741,"Bulls","Chicago",240,15,6,13,52,28,7,14,60,4,6,20,16
"team",22200370,"MIN",1610612750,"Timberwolves","Minnesota",240,16,13,15,64,18,9,24,36,2,4,21,17
"team",22200370,"IND",1610612754,"Pacers","Indiana",240,18,9,24,36,16,13,15,64,4,2,17,21
"team",22200373,"PHX",1610612756,"Suns","Phoenix",240,17,16,4,44,20,21,10,54,4,3,17,20
"team",22200373,"BOS",1610612738,"Celtics","Boston",240,20,21,10,54,17,16,4,44,3,4,20,17
"team",22200375,"SAS",1610612759,"Spurs","San Antonio",240,11,12,21,60,17,16,4,62,7,4,19,19
"team",22200375,"HOU",1610612745,"Rockets","Houston",240,17,16,4,62,11,12,21,60,4,7,19,19
"team",22200374,"MIA",1610612748,"Heat","Miami",240,22,10,14,58,6,6,6,32,1,3,20,16
"team",22200374,"LAC",1610612746,"Clippers","LA",240,6,6,6,32,22,10,14,58,3,1,16,20
"team",22200376,"POR",1610612757,"Trail Blazers","Portland",240,21,9,15,46,12,22,6,64,3,5,20,16
"team",22200376,"DEN",1610612743,"Nuggets","Denver",240,12,22,6,64,21,9,15,46,5,3,16,20
"team",22200386,"MIL",1610612749,"Bucks","Milwaukee",240,9,14,14,44,14,16,13,48,4,6,21,21
"team",22200386,"DAL",1610612742,"Mavericks","Dallas",240,14,16,13,48,9,14,14,44,6,4,21,21
"team",22200383,"MEM",1610612763,"Grizzlies","Memphis",240,25,19,13,68,12,19,9,40,8,7,19,29
"team",22200383,"DET",1610612765,"Pistons","Detroit",240,12,19,9,40,25,19,13,68,7,8,29,19
"team",22200385,"UTA",1610612762,"Jazz","Utah",240,23,9,7,42,17,3,11,54,0,3,20,21
"team",22200385,"MIN",1610612750,"Timberwolves","Minnesota",240,17,3,11,54,23,9,7,42,3,0,21,20
"team",22200384,"PHX",1610612756,"Suns","Phoenix",240,10,9,14,38,23,23,18,72,3,1,25,15
"team",22200384,"NOP",1610612740,"Pelicans","New Orleans",240,23,23,18,72,10,9,14,38,1,3,15,25
"team",22200380,"BKN",1610612751,"Nets","Brooklyn",240,19,15,19,48,29,12,21,62,5,4,18,18
